sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
Batch_1_USDA128_S95	Batch_1_USDA128_S95	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA128_S95_R1_001.fastq.gz	Batch_1_USDA128_S95_R2_001.fastq.gz				
Batch_1_USDA129_S74	Batch_1_USDA129_S74	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA129_S74_R1_001.fastq.gz	Batch_1_USDA129_S74_R2_001.fastq.gz				
Batch_1_USDA130_S131	Batch_1_USDA130_S131	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA130_S131_R1_001.fastq.gz	Batch_1_USDA130_S131_R2_001.fastq.gz				
Batch_1_USDA131_S94	Batch_1_USDA131_S94	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA131_S94_R1_001.fastq.gz	Batch_1_USDA131_S94_R2_001.fastq.gz				
Batch_1_USDA133_S90	Batch_1_USDA133_S90	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA133_S90_R1_001.fastq.gz	Batch_1_USDA133_S90_R2_001.fastq.gz				
Batch_1_USDA134_S106	Batch_1_USDA134_S106	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA134_S106_R1_001.fastq.gz	Batch_1_USDA134_S106_R2_001.fastq.gz				
Batch_1_USDA135_S17	Batch_1_USDA135_S17	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA135_S17_R1_001.fastq.gz	Batch_1_USDA135_S17_R2_001.fastq.gz				
Batch_1_USDA136_S80	Batch_1_USDA136_S80	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA136_S80_R1_001.fastq.gz	Batch_1_USDA136_S80_R2_001.fastq.gz				
Batch_1_USDA137_S170	Batch_1_USDA137_S170	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA137_S170_R1_001.fastq.gz	Batch_1_USDA137_S170_R2_001.fastq.gz				
Batch_1_USDA138_S68	Batch_1_USDA138_S68	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA138_S68_R1_001.fastq.gz	Batch_1_USDA138_S68_R2_001.fastq.gz				
Batch_1_USDA139_S92	Batch_1_USDA139_S92	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA139_S92_R1_001.fastq.gz	Batch_1_USDA139_S92_R2_001.fastq.gz				
Batch_1_USDA14_S73	Batch_1_USDA14_S73	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA14_S73_R1_001.fastq.gz	Batch_1_USDA14_S73_R2_001.fastq.gz				
Batch_1_USDA140_S27	Batch_1_USDA140_S27	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA140_S27_R1_001.fastq.gz	Batch_1_USDA140_S27_R2_001.fastq.gz				
Batch_1_USDA141_S235	Batch_1_USDA141_S235	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA141_S235_R1_001.fastq.gz	Batch_1_USDA141_S235_R2_001.fastq.gz				
Batch_1_USDA142_S269	Batch_1_USDA142_S269	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA142_S269_R1_001.fastq.gz	Batch_1_USDA142_S269_R2_001.fastq.gz				
Batch_1_USDA143_S155	Batch_1_USDA143_S155	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA143_S155_R1_001.fastq.gz	Batch_1_USDA143_S155_R2_001.fastq.gz				
Batch_1_USDA144_S71	Batch_1_USDA144_S71	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA144_S71_R1_001.fastq.gz	Batch_1_USDA144_S71_R2_001.fastq.gz				
Batch_1_USDA145_S77	Batch_1_USDA145_S77	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA145_S77_R1_001.fastq.gz	Batch_1_USDA145_S77_R2_001.fastq.gz				
Batch_1_USDA146_S93	Batch_1_USDA146_S93	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA146_S93_R1_001.fastq.gz	Batch_1_USDA146_S93_R2_001.fastq.gz				
Batch_1_USDA147_S171	Batch_1_USDA147_S171	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA147_S171_R1_001.fastq.gz	Batch_1_USDA147_S171_R2_001.fastq.gz				
Batch_1_USDA148_S142	Batch_1_USDA148_S142	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA148_S142_R1_001.fastq.gz	Batch_1_USDA148_S142_R2_001.fastq.gz				
Batch_1_USDA149_S266	Batch_1_USDA149_S266	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA149_S266_R1_001.fastq.gz	Batch_1_USDA149_S266_R2_001.fastq.gz				
Batch_1_USDA15_S108	Batch_1_USDA15_S108	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA15_S108_R1_001.fastq.gz	Batch_1_USDA15_S108_R2_001.fastq.gz				
Batch_1_USDA150_S250	Batch_1_USDA150_S250	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA150_S250_R1_001.fastq.gz	Batch_1_USDA150_S250_R2_001.fastq.gz				
Batch_1_USDA151_S273	Batch_1_USDA151_S273	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA151_S273_R1_001.fastq.gz	Batch_1_USDA151_S273_R2_001.fastq.gz				
Batch_1_USDA152_S175	Batch_1_USDA152_S175	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA152_S175_R1_001.fastq.gz	Batch_1_USDA152_S175_R2_001.fastq.gz				
Batch_1_USDA154_S49	Batch_1_USDA154_S49	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA154_S49_R1_001.fastq.gz	Batch_1_USDA154_S49_R2_001.fastq.gz				
Batch_1_USDA155_S101	Batch_1_USDA155_S101	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA155_S101_R1_001.fastq.gz	Batch_1_USDA155_S101_R2_001.fastq.gz				
Batch_1_USDA157_S245	Batch_1_USDA157_S245	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA157_S245_R1_001.fastq.gz	Batch_1_USDA157_S245_R2_001.fastq.gz				
Batch_1_USDA158_S81	Batch_1_USDA158_S81	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA158_S81_R1_001.fastq.gz	Batch_1_USDA158_S81_R2_001.fastq.gz				
Batch_1_USDA159_S61	Batch_1_USDA159_S61	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA159_S61_R1_001.fastq.gz	Batch_1_USDA159_S61_R2_001.fastq.gz				
Batch_1_USDA16_S214	Batch_1_USDA16_S214	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA16_S214_R1_001.fastq.gz	Batch_1_USDA16_S214_R2_001.fastq.gz				
Batch_1_USDA160_S120	Batch_1_USDA160_S120	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA160_S120_R1_001.fastq.gz	Batch_1_USDA160_S120_R2_001.fastq.gz				
Batch_1_USDA161_S209	Batch_1_USDA161_S209	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA161_S209_R1_001.fastq.gz	Batch_1_USDA161_S209_R2_001.fastq.gz				
Batch_1_USDA162_S247	Batch_1_USDA162_S247	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA162_S247_R1_001.fastq.gz	Batch_1_USDA162_S247_R2_001.fastq.gz				
Batch_1_USDA163_S32	Batch_1_USDA163_S32	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA163_S32_R1_001.fastq.gz	Batch_1_USDA163_S32_R2_001.fastq.gz				
